name,smiles,source,detected_in_ism,molecular_charge,net_formal_charge,Exact_MW,Heavy_Atom_Count,Num_H_Donors,Num_H_Acceptors,Num_Rotatable_Bonds,Num_Aromatic_Rings,has_oxygen,BDE_min_kJmol,BDE_mean_kJmol,BDE_bond_type_of_min,BDE_weak_bond_count,BDE_source,spin_tax_correction_kJmol,oxygen_radical_flag,ZPE_scaling_factor,radical_stability_score,BDE_min_bond_length_A,tunneling_p_10K,tunneling_p_20K,tunneling_p_50K,gamow_factor,crossover_T,effective_barrier_kJmol,barrier_width_angstrom,particle_mass_amu,crossover_T_independent,log_tunneling_10K_independent,log_tunneling_20K_independent,log_tunneling_50K_independent,log_gamow_factor_independent,BDE_est_from_length_kJmol,effective_barrier_independent_kJmol,log_tunneling_10K,log_tunneling_20K,log_tunneling_50K,log_gamow_factor,bde_literature_kjmol
HCS+,C#[S+],KIDA,True,positive,1,44.97934745209,2,0,0,0,0,False,206.2704,206.2704,C-H,1,literature,0.0,False,1.0,3.0,,0.0,0.0,0.0,2.030947299873682e-50,438.18180921000135,654.80683679384,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-300.0,-49.69230134575866,206.2704
HNC,[C]=N,KIDA,True,neutral,0,27.010899032,2,1,1,0,0,False,459.824,459.824,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,3.9075530509583935e-215,1.4344520399585617e-42,368.9702131134677,464.28764929235945,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-214.40809511706257,-41.84331396755012,459.824
HNC+,[C+]=N,KIDA,True,positive,1,27.01035045,2,1,1,0,0,False,517.0,517.0,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.1945729824138266e-257,2.2324828158443554e-45,393.72997975717624,528.6904746417738,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-256.9227873118904,-44.65121187533424,517.0
HNO,N=O,KIDA,True,neutral,0,31.00581365,2,1,2,0,0,True,328.8973469118961,328.8973469118961,N-H,1,xtb_corrected,-15.4,True,1.0,3.0,1.0188568491733845,2.1736562790764125e-104,2.599210223550079e-73,6.98426687442655e-55,1.7569346066944802e-29,253.5609073320485,219.26489794126405,1.0,1.008,778.5607370076495,-21.153082235786897,-20.588664122220734,-20.439494555804583,-34.564573323428725,457.7857877066539,305.19052513776927,-103.66280912993801,-72.58515859343645,-54.155879174245726,-28.755244402693812,
HNO+,N=[O+],KIDA,True,positive,1,31.00526507,2,1,2,0,0,True,265.36388880858175,265.36388880858175,N-H,1,xtb_corrected,-15.4,True,1.0,3.0,1.0188568491733845,1.830346307104037e-41,2.9461029769596563e-41,3.434044490505145e-41,1.4824780290404902e-26,227.75767644796775,176.90925920572116,1.0,1.008,778.5607370076495,-21.153082235786897,-20.588664122220734,-20.439494555804583,-34.564573323428725,457.7857877066539,305.19052513776927,-40.73746673265458,-40.53075207706442,-40.46419408254269,-25.829011734346285,
HNS+,N=[S+],KIDA,True,positive,1,46.982421452089994,2,1,2,0,0,False,319.4761960222094,319.4761960222094,N-H,1,xtb_corrected,-15.4,False,1.0,3.0,1.025999999411064,0.0,2.46536460863012e-219,3.2884232695089333e-113,1.9508688558599456e-35,306.067343375267,319.4761960222094,1.0,1.008,778.5607370076495,-31.940755745251423,-30.948785196121737,-30.566394626901083,-42.546348151323016,456.000000147234,456.000000147234,-300.0,-218.6081188427939,-112.4830122873056,-34.70977192439876,
H2CN,C=[N],KIDA,True,neutral,0,28.018724063999997,2,0,0,0,0,False,140.94574209864925,140.94574209864925,C-H,2,xtb_corrected,-15.4,False,1.0,3.0,1.098585131998977,5.262414112290824e-37,6.889420299622507e-37,8.099837314251424e-37,8.817641080000033e-24,203.29360715917153,140.94574209864925,1.0,1.008,686.9653561832204,-35.20227082384167,-34.23888445533794,-33.87279248258484,-45.04994842377966,445.91917390079345,445.91917390079345,-36.27881497920617,-36.161817319640534,-36.091523703866095,-23.05464758300435,
H2CO,C=O,KIDA,True,neutral,0,30.01056468,2,0,1,0,0,True,363.5888,363.5888,C-H,2,literature,0.0,True,1.0,3.0,,0.0,3.295425597335782e-271,6.504494687436297e-134,3.9187559771992886e-37,321.0320260544998,351.480500473031,1.0,1.008,686.9653561832204,-23.278569154719595,-22.735402136356928,-22.595416019763583,-36.520745363756674,446.5319237054945,297.68794913699634,-300.0,-270.4820884892222,-133.18678643668613,-36.40685177940411,363.5888
H2CO+,C=[O+],KIDA,True,positive,1,30.0100161,2,0,1,0,0,True,195.91894739113212,195.91894739113212,C-H,2,xtb_corrected,-15.4,True,1.0,3.0,1.1016993026204225,1.2536283964605583e-35,1.5578368563749227e-35,1.8481327874867565e-35,6.405245410804658e-23,195.6997773061994,130.61263159408807,1.0,1.008,686.9653561832204,-23.233943782741083,-22.692353548392557,-22.553109556836382,-36.87820394834658,445.69690504804623,297.13127003203084,-34.9018311790423,-34.80747802553764,-34.73326682813703,-22.193464226026013,
H2CS,C=S,KIDA,True,neutral,0,45.98772106,2,0,1,0,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,1.9691512617182577e-221,3.047799606946974e-43,374.9020120079004,479.3360129841064,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-220.70572092194902,-42.516013591288534,413.0
H2CS+,C=[S+],KIDA,True,positive,1,45.98717248409,2,0,1,0,0,False,289.98929520403726,289.98929520403726,C-H,2,xtb_corrected,-15.4,False,1.0,3.0,1.102120420847802,0.0,2.586830617573583e-175,1.494761532961044e-95,8.527369211214249e-34,291.6008091910154,289.98929520403726,1.0,1.008,686.9653561832204,-35.1819208752703,-34.21924997536698,-33.85357089599889,-45.18213218618919,445.6668484208897,445.6668484208897,-300.0,-174.5872320074108,-94.8254280870585,-33.069184932874364,
H2NC+,[C+]N,KIDA,True,positive,1,28.01817548,2,1,1,0,0,False,434.32,434.32,N-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,2.058931541000866e-191,1.7260748314141714e-41,359.44358543903326,440.6218120625516,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-190.68635809333333,-40.76294038001955,434.32
H2NO+,N[O+],KIDA,True,positive,1,32.013090104090004,2,1,1,0,0,True,446.2376673979446,446.2376673979446,N-H,0,xtb_corrected,-15.4,True,1.0,1.0,1.0189999517000694,0.0,2.6154464767836065e-179,1.7914697763346645e-97,3.2045755987251733e-34,295.34881004800627,297.49177826529643,1.0,1.008,778.5607370076495,-21.151382533043915,-20.587031992961304,-20.43789513881158,-34.568077241818266,457.75001207498264,305.1666747166551,-300.0,-178.58245416306738,-96.74679051436463,-33.49422947857456,
HOOH,OO,KIDA,True,neutral,0,34.0054793,2,2,2,0,0,True,513.7912836080841,513.7918736695183,O-H,0,xtb_corrected,-15.4,True,1.0,1.0,0.9760738038803358,0.0,7.981261359581902e-265,4.898072061513385e-131,1.1476786477599225e-36,316.9169576976913,342.5275224053894,1.0,1.008,824.3584274198644,-21.32342803541482,-20.7042246543427,-20.528206340599542,-34.14587417429154,486.7852392239329,324.52349281595525,-300.0,-264.09792846726873,-130.30997482972836,-35.94017969821116,
H3O+,[OH3+],KIDA,True,positive,1,19.01784114,1,0,0,0,0,True,497.8968,497.8968,O-H,0,literature,0.0,True,1.0,0.0,,0.0,0.0,1.9224175263227708e-244,4.079920551108813e-44,382.6029912275376,499.2306479044775,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-300.0,-243.71615228280416,-43.38934829390791,497.8968
HC2N,[CH+]=C=[N-],KIDA,True,neutral,0,39.010899032000005,3,0,0,0,0,False,460.0,460.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,5.815524540717554e-220,4.3670115448011065e-43,373.524674064374,475.8204547763701,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-219.23541110726998,-42.3598156599594,460.0
HC2O,C#C[O],KIDA,True,neutral,0,41.00273965,3,0,0,0,0,True,404.5928,404.5928,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,8.71544005686841e-263,7.356635989555146e-46,397.9811680815984,540.168881679778,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-262.0597106797594,-45.133320732558644,404.5928
HC2S+,[CH+]=C=S,KIDA,True,positive,1,56.97934745209,3,0,1,0,0,False,613.3299296708723,613.3299296708723,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0641531802132869,0.0,0.0,0.0,8.077048996821625e-49,424.07709933862674,613.3299296708723,1.0,1.008,686.9653561832204,-35.40047643138143,-34.4301217524032,-34.06000584020661,-43.75807136346482,448.3766983435942,448.3766983435942,-300.0,-300.0,-300.0,-48.092747282602794,
l-C3H,[C-]=C=[CH+],KIDA,True,neutral,0,37.00782503,3,0,0,0,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,8.462908065863791e-186,8.210343790572541e-41,353.47120569038196,426.1010450795292,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-185.07248037692065,-40.085638657347964,413.0
HCNH+,[CH+]=N,KIDA,True,positive,1,28.01817548,2,1,1,0,0,False,660.0,684.5110014805201,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,0.0,7.219533666972958e-52,450.96061927547015,693.5563513887768,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-300.0,-51.14149085400947,660.0
HCNO,C#[N+][O-],KIDA,True,neutral,0,43.00581365,3,0,1,0,0,True,292.88,292.88,C-H,1,literature,0.0,False,1.0,3.0,,0.0,0.0,4.322656231817466e-288,8.359351069141133e-47,406.30973497396184,563.0137127879985,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-287.36424930126043,-46.07782743524398,292.88
HCNO+,C#[N+][O],KIDA,True,positive,1,43.00526507,3,0,0,0,0,True,695.8248479655745,695.8248479655745,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0626861583788645,0.0,0.0,0.0,5.955800903644906e-52,451.6975222469903,695.8248479655745,1.0,1.008,686.9653561832204,-35.40892155143464,-34.438269977657264,-34.067982517711975,-43.70284921568487,448.481404636129,448.481404636129,-300.0,-300.0,-300.0,-51.22505982869918,
HCNS,C#[N+][S-],KIDA,True,neutral,0,58.98297003,3,0,1,0,0,False,459.1082500170001,459.1082500170001,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0640738188500265,0.0,0.0,5.779304772639485e-213,2.4588604024473148e-42,366.9064023522654,459.1082500170001,1.0,1.008,686.9653561832204,-35.40093328576203,-34.43056254568975,-34.060437353499786,-43.75508439099711,448.3823626315568,448.3823626315568,-300.0,-300.0,-212.23812440233488,-41.60926612688055,
HOCO+,O=[C+]O,KIDA,True,positive,1,44.99710569,3,1,1,0,0,True,708.0434915585399,708.0434915585399,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.977806554588174,0.0,0.0,2.243446839731783e-218,6.445978645752229e-43,372.0335270744575,472.02899437235993,1.0,1.008,824.3584274198644,-21.307804103360468,-20.6892555387425,-20.513569850839666,-34.194312547060065,486.4386890823651,324.29245938824346,-300.0,-300.0,-217.64908421696427,-42.19071113755272,587.0208
HDCO,[2H]C=O,KIDA,True,neutral,0,31.01684143,2,0,1,0,0,True,363.5888,363.5888,C-H,2,literature,0.0,True,1.0,3.0,,0.0,0.0,7.099360298275177e-214,3.4552702351738684e-52,227.11660754384093,351.4805002892452,1.0,2.014,686.9653561832204,-23.278569154719595,-22.735402136356928,-22.595416019763583,-51.62250793050806,446.5319237054945,297.68794913699634,-300.0,-300.0,-213.14878078247042,-51.46151798098,363.5888
HNCO+,N=C=[O+],KIDA,True,positive,1,43.00526507,3,1,2,0,0,True,458.56,458.56,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,0.0,3.4828252397596114e-51,444.9342667891885,675.1437095784389,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-300.0,-50.458068316903294,458.56
HNCS,N=C=S,KIDA,True,neutral,0,58.98297003,3,1,2,0,0,False,460.24,460.24,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,5.189350095556701e-208,8.500546155721252e-42,362.15608466494047,447.29710710218393,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-207.28488702896985,-41.07055317019205,460.24
HNCS+,N=C=[S+],KIDA,True,positive,1,58.982421452089994,3,1,2,0,0,False,534.2913495200422,534.2913495200422,N-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.024767589214417,0.0,0.0,3.7158914390429944e-260,1.2968710643536505e-45,395.81004617453385,534.2913495200422,1.0,1.008,778.5607370076495,-31.962857823086992,-30.97001364689518,-30.58711586034748,-42.50959616645297,456.30810269639574,456.30810269639574,-300.0,-300.0,-259.42993698254526,-44.88710319956991,
HOCN,N#CO,KIDA,True,neutral,0,43.00581365,3,1,2,0,0,True,460.24,460.24,O-H,0,literature,0.0,True,1.0,0.0,,0.0,5.90211762640939e-207,1.8457636264120848e-107,2.441959635405668e-34,296.3896049324476,299.5921657889226,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-206.22899213946644,-106.73382391670003,-33.61226151904202,460.24
HOCN+,[N]=[C+]O,KIDA,True,positive,1,43.00526507,3,1,0,0,0,True,569.0285463366463,569.0285463366463,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.9727472635700498,0.0,0.0,2.267359394932703e-155,1.503765328149366e-38,333.51789349131747,379.35236422443086,1.0,1.008,824.3584274198644,-21.35342352641859,-20.73296302078861,-20.556305676805717,-34.05274898171217,487.45054728599007,324.9670315239934,-300.0,-300.0,-154.64447963520422,-37.822819932788086,
HOCS+,O[C+]=S,KIDA,True,positive,1,60.97426207,3,1,1,0,0,True,460.24,460.24,O-H,0,literature,0.0,True,1.0,0.0,,0.0,2.1569399648552438e-174,4.1498133673309003e-95,1.0702366614852148e-33,290.73079310316143,288.2614606318814,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-173.6661619426559,-94.38197143470019,-32.97052017613506,460.24
HONC,[C-]#[N+]O,KIDA,True,neutral,0,43.00581365,3,1,1,0,0,True,460.24,460.24,O-H,0,literature,0.0,True,1.0,1.0,,0.0,2.3411797531707087e-212,5.685735712185247e-110,8.034480805603751e-35,300.6467171774174,308.26019509994853,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-211.6305652403772,-109.24521333131584,-34.09504218244098,460.24
HONC+,[C]#[N+]O,KIDA,True,positive,1,43.00526507,3,1,1,0,0,True,460.24,460.24,O-H,0,literature,0.0,True,1.0,1.0,,0.0,2.5440537e-317,1.135234996584562e-151,5.013967728864242e-38,328.9061181678243,368.9337795800431,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-300.0,-150.94491422908223,-37.29981846559545,460.24
HSO2+,O=S=[OH+],KIDA,True,positive,1,64.96917669,3,0,1,0,0,True,460.24,460.24,O-H,0,literature,0.0,True,1.0,3.0,,,,,,,,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,,,,,460.24
l-C3H2,[C-]#C[CH2+],KIDA,True,neutral,0,38.01565006,3,0,0,0,0,False,382.8356,382.8356,C-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,1.7129857541617422e-207,9.687685484618871e-42,361.65546418159306,446.0613342784563,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-206.76624624877687,-41.013779969215925,382.8356
l-C3H2+,[C+]=C=C,KIDA,True,positive,1,38.01510148409,3,0,0,0,0,False,411.7092443420782,411.7092443420782,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0822728385406295,0.0,0.0,3.1859832840813297e-180,3.954882013522678e-40,347.4505879093891,411.7092443420782,1.0,1.008,686.9653561832204,-35.29616999471238,-34.329482358117104,-33.961484602181166,-44.43892631625744,447.0834372612193,447.0834372612193,-300.0,-300.0,-179.4967565071445,-39.40286646833327,
H2CCS,C=C=S,KIDA,True,neutral,0,57.98772106,3,0,1,0,0,False,411.8489084735825,411.8489084735825,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0828852986495785,0.0,0.0,2.812395573510986e-180,3.894491685212579e-40,347.5095157456767,411.8489084735825,1.0,1.008,686.9653561832204,-35.292644410393386,-34.32608072297533,-33.958154540277356,-44.46190060447998,447.0397239191076,447.0397239191076,-300.0,-300.0,-179.55092359428144,-39.409549219047506,
H2CSH+,C[S+],KIDA,True,positive,1,46.994997516089995,2,0,0,0,0,False,397.48,397.48,C-H,0,literature,0.0,False,1.0,1.0,,0.0,1.5415645554831706e-210,3.979238777631099e-109,1.1662934714806563e-34,299.21953961171903,305.3405036362585,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-209.8120382837801,-108.40019999985934,-33.93319215540208,397.48
H2COH+,[CH2+]O,KIDA,True,positive,1,31.01784114,2,1,1,0,0,True,436.0,461.44317655401136,C-H,0,literature,0.0,True,1.0,1.0,,0.0,3.957131057529771e-264,1.008255430817868e-130,1.291166481534852e-36,316.46581674642937,341.5530197746894,1.0,1.008,686.9653561832204,-23.278569154719595,-22.735402136356928,-22.595416019763583,-36.520745363756674,446.5319237054945,297.68794913699634,-300.0,-263.40261956595344,-129.99642943005142,-35.88901775668753,436.0
HCCNC,[C-]#[N+]C#C,KIDA,True,neutral,0,51.01089903,4,0,0,0,0,False,484.7,484.7,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.0530722525951168e-306,2.2084071688422096e-48,420.2252069810116,602.2387782485541,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-299.9999995426568,-47.6559208517404,484.7
HC3N,C#CC#N,KIDA,True,neutral,0,51.01089903,4,0,1,0,0,False,518.0,518.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,7.823012687715701e-305,3.165954265260701e-48,418.8458624600938,598.2916974370623,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-299.9999660264164,-47.49949536315919,518.0
HC3O,C#C[C]=O,KIDA,True,neutral,0,53.00273965,4,0,1,0,0,True,404.5928,404.5928,C-H,0,literature,0.0,False,1.0,2.0,,0.0,3.7334560388180365e-264,9.821429335151825e-131,1.2856469093913874e-36,316.48222274429014,341.58843379454277,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-263.4278889580926,-130.00782530374082,-35.89087828985535,404.5928
HC3O+,C#CC#[O+],KIDA,True,positive,1,53.00219107,4,0,0,0,0,True,684.2849205213837,684.2849205213837,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0646922908438368,0.0,0.0,0.0,1.5903321407787938e-51,447.93626703349327,684.2849205213837,1.0,1.008,686.9653561832204,-35.39737297023248,-34.427127396064684,-34.057074523261896,-43.778361064573,448.338220200961,448.338220200961,-300.0,-300.0,-300.0,-50.79851216382834,
HC3S+,C#CC#[S+],KIDA,True,positive,1,68.97934745,4,0,0,0,0,False,655.8380304081444,655.8380304081444,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0625980782598234,0.0,0.0,0.0,1.8560350967263472e-50,438.5266991103545,655.8380304081444,1.0,1.008,686.9653561832204,-35.40942859793344,-34.438759198566146,-34.06846143861609,-43.69953320589965,448.48769121107586,448.48769121107586,-300.0,-300.0,-300.0,-49.73141381574082,
HCNCC,[C-]#C[N+]#C,KIDA,True,neutral,0,51.01089903,4,0,0,0,0,False,455.02866898443295,455.02866898443295,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0656138212474726,0.0,0.0,2.9645850404033383e-211,3.7671582830616296e-42,365.2726216410824,455.02866898443295,1.0,1.008,686.9653561832204,-35.39206806684235,-34.42200899131287,-34.052063872502735,-43.81303873497574,448.27244747027714,448.27244747027714,-300.0,-300.0,-210.52803608721538,-41.4239861318498,
HCOCN,N#CC=O,KIDA,True,neutral,0,55.00581365,4,0,2,0,0,True,400.752952953368,400.752952953368,C-H,0,xtb_corrected,-15.4,True,1.0,4.0,1.1008331258936033,3.638458838216265e-239,1.2539745203700596e-140,1.0078350394173651e-81,1.8140989876934807e-32,279.89199496572195,267.1686353022453,1.0,1.008,686.9653561832204,-23.237247641901803,-22.695540668835825,-22.55624177666245,-36.851765171122864,445.7587270002606,297.1724846668404,-238.43908253387613,-139.90171128788737,-80.99661054659438,-31.741339019020053,
HNCCC,[C-]#C[C+]=N,KIDA,True,neutral,0,51.01089903,4,1,1,0,0,False,631.79,631.79,N-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,4.4306900541118756e-179,5.47531075171035e-40,346.2048367768066,408.7622480154736,1.0,1.008,778.5607370076495,-32.22771549318302,-31.224402910572103,-30.835422448735237,-42.06615301552556,460.0,460.0,-300.0,-300.0,-178.35352862967883,-39.26159122736945,631.79
HOCHN,N=CO,KIDA,True,neutral,0,45.02146372,3,2,1,0,0,True,465.8988417257146,486.88166568982666,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.9674157048909884,0.0,8.188893536488345e-214,1.1980681813386585e-110,5.968266467495764e-35,301.7851929992384,310.59922781714306,1.0,1.008,824.3584274198644,-21.401500001001857,-20.77902464350797,-20.601341864927047,-33.90312957791233,488.5168590218024,325.6779060145349,-300.0,-213.08677477509676,-109.921518465806,-34.22415179498921,
H2C3O+,C=C=C=[O+],KIDA,True,positive,1,54.0100161,4,0,1,0,0,True,280.1795702172141,280.1795712739762,C-H,2,xtb_corrected,-15.4,False,1.0,2.0,1.0844650995912517,7.37723011347623e-299,4.436559531213593e-170,4.9798480653426186e-93,3.1257716174769526e-33,286.62625915503105,280.1795723307383,1.0,1.008,686.9653561832204,-35.283550414550305,-34.31730644595068,-33.94956487499367,-44.52114944107911,446.926968201596,446.926968201596,-298.1262592536351,-169.35295368659988,-92.30278390731857,-32.505042756608866,
l-C3H3+,C#C[CH2+],KIDA,True,positive,1,39.02292651609,3,0,0,0,0,False,516.0078316848095,568.0043470797197,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.082947906273052,0.0,0.0,5.737099429227592e-252,7.719751425924463e-45,388.97876057142554,516.0078316848095,1.0,1.008,686.9653561832204,-35.29228401416659,-34.325732997228236,-33.95781413089218,-44.46424896489897,447.0352554020177,447.0352554020177,-300.0,-300.0,-251.24130762332817,-44.112396683613404,
HC2NCH+,C#C[N+]#C,KIDA,True,positive,1,52.018175484089994,4,0,0,0,0,False,663.2029037179956,666.2979566564312,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.064496623947468,0.0,0.0,0.0,9.775319828972068e-51,440.982089660437,663.2029037179956,1.0,1.008,686.9653561832204,-35.39849935204961,-34.42821417896026,-34.058138426525325,-43.77099727127107,448.35218560679874,448.35218560679874,-300.0,-300.0,-300.0,-50.00986902445021,
HC4N,C#C[C+]=C=[N-],KIDA,True,neutral,0,63.01089903,5,0,0,0,0,False,427.0,427.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.525311858216088e-220,3.7877023203469775e-43,374.0696953179833,477.2100361271285,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-219.81664135339528,-42.42162416000422,427.0
HC4N+,C#C[C+]=C=[N],KIDA,True,positive,1,63.010350452089995,5,0,0,0,0,False,460.0,460.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.1433885552332155e-293,2.780321914403372e-47,410.5253750290434,574.7573448481742,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-292.94180612119476,-46.55590491719158,460.0
HC4O+,C#C[C+]=C=O,KIDA,True,positive,1,65.00219107,5,0,1,0,0,True,614.8911414426598,614.8911414426598,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.06544488686415,0.0,0.0,0.0,7.015883072240529e-49,424.6164936685301,614.8911414426598,1.0,1.008,686.9653561832204,-35.39304055774917,-34.422947293404995,-34.052982421444135,-43.806682079676904,448.2845048865639,448.2845048865639,-300.0,-300.0,-300.0,-48.15391765759867,
HC4S+,C#C[C+]=C=S,KIDA,True,positive,1,80.97934745,5,0,1,0,0,False,599.0796648258789,599.0796648258789,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0653281550369122,0.0,0.0,3.3101037255305107e-305,2.9460209271543386e-48,419.1215877346166,599.0796648258789,1.0,1.008,686.9653561832204,-35.39371253860532,-34.4235956501608,-34.053617128922795,-43.802289586010666,448.2928364304878,448.2928364304878,-300.0,-300.0,-299.9999856246401,-47.53076417245762,
H2C4N+,C=C=[C+]C#N,KIDA,True,positive,1,64.01817548,5,0,1,0,0,False,479.588452272872,479.588452272872,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.084361205041816,0.0,0.0,1.5442687842805026e-221,2.9702464608973392e-43,375.000718904102,479.588452272872,1.0,1.008,686.9653561832204,-35.284148474238975,-34.31788347954601,-33.95012976802126,-44.51725350545943,446.9343835057385,446.9343835057385,-300.0,-300.0,-220.81127710725772,-42.52720751291618,
C2H3CO+,C=[C+]C=O,KIDA,True,positive,1,55.01784114,4,0,1,1,0,True,458.5313381059416,557.300923996101,C-H,0,xtb_corrected,-15.4,True,1.0,4.0,1.101159285187198,0.0,9.37024379156856e-211,3.157241942961532e-109,1.115652147212792e-34,299.3895402747405,305.6875587372944,1.0,1.008,686.9653561832204,-23.23600357104877,-22.69434055602652,-22.555062337532636,-36.86172119920118,445.7354479122425,297.15696527482834,-300.0,-210.02824910965057,-108.5006921363634,-33.9524711943724,
